File Name,Number of Cities,Constructive Heuristic,Perturbative Heuristic,Initial Distance,Optimized Distance,Initial Time (ms),Final Time (ms)
a280.tsp,280,nearest_neighbour,two_opt,3323.32155303267,2934.1658226474487,15.731096267700195,62.4852180480957
a280.tsp,280,nearest_neighbour,or_opt,3323.32155303267,3284.840785782717,15.731096267700195,1479.8390865325928
a280.tsp,280,nearest_neighbour,node_swap,3323.32155303267,3262.8257679535213,15.731096267700195,4089.677333831787
a280.tsp,280,insertion_heuristic,two_opt,3169.2900489054937,2963.5084078132777,3577.4316787719727,53.534746170043945
a280.tsp,280,insertion_heuristic,or_opt,3169.2900489054937,3167.8639908955993,3577.4316787719727,1261.4467144012451
a280.tsp,280,insertion_heuristic,node_swap,3169.2900489054937,3106.336511132585,3577.4316787719727,4412.050008773804
a280.tsp,280,greedy_heuristic,two_opt,2960.478380807005,2718.2953266623012,32.35650062561035,92.69452095031738
a280.tsp,280,greedy_heuristic,or_opt,2960.478380807005,2914.146160007656,32.35650062561035,187.85929679870605
a280.tsp,280,greedy_heuristic,node_swap,2960.478380807005,2921.9055078556585,32.35650062561035,4659.266233444214
berlin52.tsp,52,nearest_neighbour,two_opt,9585.904972436037,8397.906775445199,0.0,0.0
berlin52.tsp,52,nearest_neighbour,or_opt,9585.904972436037,9492.209462074396,0.0,17.69852638244629
berlin52.tsp,52,nearest_neighbour,node_swap,9585.904972436037,9151.658749133552,0.0,0.0
berlin52.tsp,52,insertion_heuristic,two_opt,8976.377727290977,8729.199466725675,25.33555030822754,0.0
berlin52.tsp,52,insertion_heuristic,or_opt,8976.377727290977,8943.90960184819,25.33555030822754,6.184577941894531
berlin52.tsp,52,insertion_heuristic,node_swap,8976.377727290977,8926.284227892742,25.33555030822754,0.0
berlin52.tsp,52,greedy_heuristic,two_opt,9954.06269813768,8358.696381624939,0.0,9.624719619750977
berlin52.tsp,52,greedy_heuristic,or_opt,9954.06269813768,9509.782305725188,0.0,10.457515716552734
berlin52.tsp,52,greedy_heuristic,node_swap,9954.06269813768,9150.361379516195,0.0,28.95832061767578
bier127.tsp,127,nearest_neighbour,two_opt,142641.98792805863,125338.40352367733,0.0,16.262054443359375
bier127.tsp,127,nearest_neighbour,or_opt,142641.98792805863,141691.1356493126,0.0,109.77339744567871
bier127.tsp,127,nearest_neighbour,node_swap,142641.98792805863,136854.53942047837,0.0,0.0
bier127.tsp,127,insertion_heuristic,two_opt,140160.77107152785,135459.88043381707,363.1434440612793,0.0
bier127.tsp,127,insertion_heuristic,or_opt,140160.77107152785,140082.1525972338,363.1434440612793,168.53952407836914
bier127.tsp,127,insertion_heuristic,node_swap,140160.77107152785,136734.5972848393,363.1434440612793,16.32094383239746
bier127.tsp,127,greedy_heuristic,two_opt,141351.0894531028,124195.41350023964,0.0,24.15943145751953
bier127.tsp,127,greedy_heuristic,or_opt,141351.0894531028,134877.58836625516,0.0,111.70196533203125
bier127.tsp,127,greedy_heuristic,node_swap,141351.0894531028,131466.55951269643,0.0,381.5600872039795
ch130.tsp,130,nearest_neighbour,two_opt,8468.483304123754,6640.748431652276,8.320331573486328,24.794340133666992
ch130.tsp,130,nearest_neighbour,or_opt,8468.483304123754,8254.92646162043,8.320331573486328,158.17737579345703
ch130.tsp,130,nearest_neighbour,node_swap,8468.483304123754,8165.629218424527,8.320331573486328,7.15184211730957
ch130.tsp,130,insertion_heuristic,two_opt,7250.952632907532,6690.731678915203,426.4974594116211,6.578683853149414
ch130.tsp,130,insertion_heuristic,or_opt,7250.952632907532,7219.225991756291,426.4974594116211,110.54468154907227
ch130.tsp,130,insertion_heuristic,node_swap,7250.952632907532,6681.706485516955,426.4974594116211,12.311458587646484
ch130.tsp,130,greedy_heuristic,two_opt,7844.935432532651,6424.594337811632,7.661581039428711,16.243457794189453
ch130.tsp,130,greedy_heuristic,or_opt,7844.935432532651,7475.22801286648,7.661581039428711,81.146240234375
ch130.tsp,130,greedy_heuristic,node_swap,7844.935432532651,7684.88954964701,7.661581039428711,16.468524932861328
ch150.tsp,150,nearest_neighbour,two_opt,8045.9847142634135,7100.817157044239,11.103153228759766,16.587257385253906
ch150.tsp,150,nearest_neighbour,or_opt,8045.9847142634135,7830.738714717302,11.103153228759766,138.89408111572266
ch150.tsp,150,nearest_neighbour,node_swap,8045.9847142634135,7912.807841526096,11.103153228759766,16.74938201904297
ch150.tsp,150,insertion_heuristic,two_opt,7989.065305096282,7085.679992733951,623.1811046600342,0.0
ch150.tsp,150,insertion_heuristic,or_opt,7989.065305096282,7948.626016888145,623.1811046600342,119.65417861938477
ch150.tsp,150,insertion_heuristic,node_swap,7989.065305096282,7630.945044778462,623.1811046600342,737.1928691864014
ch150.tsp,150,greedy_heuristic,two_opt,7743.035625011758,7154.79069265686,17.081022262573242,16.592741012573242
ch150.tsp,150,greedy_heuristic,or_opt,7743.035625011758,7673.4744740687,17.081022262573242,166.81599617004395
ch150.tsp,150,greedy_heuristic,node_swap,7743.035625011758,7643.046391104982,17.081022262573242,17.81439781188965
eil101.tsp,101,nearest_neighbour,two_opt,914.2757793851821,691.0551119134599,0.0,13.203620910644531
eil101.tsp,101,nearest_neighbour,or_opt,914.2757793851821,873.4191136388096,0.0,79.17261123657227
eil101.tsp,101,nearest_neighbour,node_swap,914.2757793851821,809.5458037036424,0.0,171.86236381530762
eil101.tsp,101,insertion_heuristic,two_opt,729.065933958802,696.3441310082551,227.23102569580078,0.0
eil101.tsp,101,insertion_heuristic,or_opt,729.065933958802,723.7000777429058,227.23102569580078,9.113788604736328
eil101.tsp,101,insertion_heuristic,node_swap,729.065933958802,708.111458812492,227.23102569580078,7.171154022216797
eil101.tsp,101,greedy_heuristic,two_opt,794.6035679513195,668.8513791639647,8.115053176879883,0.0
eil101.tsp,101,greedy_heuristic,or_opt,794.6035679513195,793.5863633025863,8.115053176879883,71.12360000610352
eil101.tsp,101,greedy_heuristic,node_swap,794.6035679513195,743.503580119638,8.115053176879883,31.276464462280273
eil51.tsp,51,nearest_neighbour,two_opt,568.0276767944054,455.18414286989326,0.0,0.0
eil51.tsp,51,nearest_neighbour,or_opt,568.0276767944054,563.5996045994317,0.0,0.0
eil51.tsp,51,nearest_neighbour,node_swap,568.0276767944054,473.2321103321246,0.0,32.021284103393555
eil51.tsp,51,insertion_heuristic,two_opt,474.00315773595923,456.86129924988006,15.10000228881836,0.0
eil51.tsp,51,insertion_heuristic,or_opt,474.00315773595923,466.65913360771395,15.10000228881836,24.16229248046875
eil51.tsp,51,insertion_heuristic,node_swap,474.00315773595923,463.24971709700844,15.10000228881836,8.112430572509766
eil51.tsp,51,greedy_heuristic,two_opt,481.51861852641173,451.5843765605918,0.0,0.0
eil51.tsp,51,greedy_heuristic,or_opt,481.51861852641173,467.98714305845334,0.0,0.0
eil51.tsp,51,greedy_heuristic,node_swap,481.51861852641173,473.2207644912249,0.0,8.191585540771484
eil76.tsp,76,nearest_neighbour,two_opt,646.4369837148063,570.8916919255378,0.0,0.0
eil76.tsp,76,nearest_neighbour,or_opt,646.4369837148063,641.0073719850683,0.0,34.52134132385254
eil76.tsp,76,nearest_neighbour,node_swap,646.4369837148063,621.5611125658921,0.0,79.22768592834473
eil76.tsp,76,insertion_heuristic,two_opt,618.4267130169321,598.286043446557,83.08935165405273,11.629581451416016
eil76.tsp,76,insertion_heuristic,or_opt,618.4267130169321,609.8148307872126,83.08935165405273,19.577741622924805
eil76.tsp,76,insertion_heuristic,node_swap,618.4267130169321,598.286043446557,83.08935165405273,85.37983894348145
eil76.tsp,76,greedy_heuristic,two_opt,617.1314816587228,562.9271843972006,0.0,0.0
eil76.tsp,76,greedy_heuristic,or_opt,617.1314816587228,594.7848119266038,0.0,21.41118049621582
eil76.tsp,76,greedy_heuristic,node_swap,617.1314816587228,612.1907571429421,0.0,8.766651153564453
kroA100.tsp,100,nearest_neighbour,two_opt,27906.316329710036,23025.555779794293,0.0,8.66246223449707
kroA100.tsp,100,nearest_neighbour,or_opt,27906.316329710036,26845.98721789233,0.0,31.647443771362305
kroA100.tsp,100,nearest_neighbour,node_swap,27906.316329710036,25611.357443498076,0.0,0.0
kroA100.tsp,100,insertion_heuristic,two_opt,24477.225830586263,23286.90075287815,202.74782180786133,0.0
kroA100.tsp,100,insertion_heuristic,or_opt,24477.225830586263,24417.19304629426,202.74782180786133,50.30393600463867
kroA100.tsp,100,insertion_heuristic,node_swap,24477.225830586263,23764.04751648326,202.74782180786133,198.3325481414795
kroA100.tsp,100,greedy_heuristic,two_opt,24197.286356728433,21767.58784469473,0.0,11.129140853881836
kroA100.tsp,100,greedy_heuristic,or_opt,24197.286356728433,24060.43423936889,0.0,16.868114471435547
kroA100.tsp,100,greedy_heuristic,node_swap,24197.286356728433,23280.68772154861,0.0,14.986038208007812
kroB100.tsp,100,nearest_neighbour,two_opt,27824.68363877286,22736.965199939183,7.033586502075195,9.111881256103516
kroB100.tsp,100,nearest_neighbour,or_opt,27824.68363877286,26274.227302289353,7.033586502075195,24.129867553710938
kroB100.tsp,100,nearest_neighbour,node_swap,27824.68363877286,27733.275208978073,7.033586502075195,16.475677490234375
kroB100.tsp,100,insertion_heuristic,two_opt,26065.494036517306,24344.21429472722,216.75539016723633,7.116079330444336
kroB100.tsp,100,insertion_heuristic,or_opt,26065.494036517306,26009.552019838142,216.75539016723633,77.49247550964355
kroB100.tsp,100,insertion_heuristic,node_swap,26065.494036517306,25105.931852759302,216.75539016723633,193.12214851379395
kroB100.tsp,100,greedy_heuristic,two_opt,25815.21973187939,23099.983627918707,0.0,8.28099250793457
kroB100.tsp,100,greedy_heuristic,or_opt,25815.21973187939,25665.777450611648,0.0,79.99229431152344
kroB100.tsp,100,greedy_heuristic,node_swap,25815.21973187939,24780.36124083067,0.0,0.0
kroC100.tsp,100,nearest_neighbour,two_opt,29346.61317322602,22294.870378726253,0.0,15.732526779174805
kroC100.tsp,100,nearest_neighbour,or_opt,29346.61317322602,28064.468208768616,0.0,46.875953674316406
kroC100.tsp,100,nearest_neighbour,node_swap,29346.61317322602,28291.779322443155,0.0,188.49539756774902
kroC100.tsp,100,insertion_heuristic,two_opt,25262.171882746366,24286.572261801866,201.81608200073242,9.017229080200195
kroC100.tsp,100,insertion_heuristic,or_opt,25262.171882746366,25252.79416795882,201.81608200073242,7.533073425292969
kroC100.tsp,100,insertion_heuristic,node_swap,25262.171882746366,24464.08684188717,201.81608200073242,7.941007614135742
kroC100.tsp,100,greedy_heuristic,two_opt,23432.89481436423,21240.019173638488,8.56924057006836,5.116939544677734
kroC100.tsp,100,greedy_heuristic,or_opt,23432.89481436423,22702.59597287971,8.56924057006836,9.489774703979492
kroC100.tsp,100,greedy_heuristic,node_swap,23432.89481436423,22652.576288502685,8.56924057006836,178.3914566040039
kroD100.tsp,100,nearest_neighbour,two_opt,26564.32528841576,23971.367503050922,0.0,15.897750854492188
kroD100.tsp,100,nearest_neighbour,or_opt,26564.32528841576,25526.012223748898,0.0,0.0
kroD100.tsp,100,nearest_neighbour,node_swap,26564.32528841576,26332.14227132889,0.0,0.0
kroD100.tsp,100,insertion_heuristic,two_opt,25743.05857093359,23436.91352390624,195.0662136077881,18.47696304321289
kroD100.tsp,100,insertion_heuristic,or_opt,25743.05857093359,25723.36279921065,195.0662136077881,46.76556587219238
kroD100.tsp,100,insertion_heuristic,node_swap,25743.05857093359,25045.23278769568,195.0662136077881,0.0
kroD100.tsp,100,greedy_heuristic,two_opt,24450.527629941138,22193.52337691655,14.439105987548828,0.0
kroD100.tsp,100,greedy_heuristic,or_opt,24450.527629941138,24227.434199911135,14.439105987548828,55.004119873046875
kroD100.tsp,100,greedy_heuristic,node_swap,24450.527629941138,23844.435656975213,14.439105987548828,184.9384307861328
kroE100.tsp,100,nearest_neighbour,two_opt,27117.920721284136,23066.185340623553,2.0873546600341797,6.155729293823242
kroE100.tsp,100,nearest_neighbour,or_opt,27117.920721284136,26545.964337064135,2.0873546600341797,40.45891761779785
kroE100.tsp,100,nearest_neighbour,node_swap,27117.920721284136,25354.530631207246,2.0873546600341797,187.24870681762695
kroE100.tsp,100,insertion_heuristic,two_opt,26103.289254503405,22994.818912829774,198.39239120483398,5.151271820068359
kroE100.tsp,100,insertion_heuristic,or_opt,26103.289254503405,25854.211265439488,198.39239120483398,40.63916206359863
kroE100.tsp,100,insertion_heuristic,node_swap,26103.289254503405,25274.787945014097,198.39239120483398,8.066654205322266
kroE100.tsp,100,greedy_heuristic,two_opt,24847.059645163183,22629.331755030085,0.0,9.592533111572266
kroE100.tsp,100,greedy_heuristic,or_opt,24847.059645163183,24312.21899225944,0.0,14.652013778686523
kroE100.tsp,100,greedy_heuristic,node_swap,24847.059645163183,23733.129275266132,0.0,0.0
lin105.tsp,105,nearest_neighbour,two_opt,19823.632064514768,16121.109803767826,0.0,26.371240615844727
lin105.tsp,105,nearest_neighbour,or_opt,19823.632064514768,18673.695038343067,0.0,10.372400283813477
lin105.tsp,105,nearest_neighbour,node_swap,19823.632064514768,19453.62989655662,0.0,234.65347290039062
lin105.tsp,105,insertion_heuristic,two_opt,17555.692647543376,15266.783654344037,200.6833553314209,0.0
lin105.tsp,105,insertion_heuristic,or_opt,17555.692647543376,17497.99362751975,200.6833553314209,63.463449478149414
lin105.tsp,105,insertion_heuristic,node_swap,17555.692647543376,17093.51476816437,200.6833553314209,15.093088150024414
lin105.tsp,105,greedy_heuristic,two_opt,16771.82642259194,14730.344240299202,0.0,15.725851058959961
lin105.tsp,105,greedy_heuristic,or_opt,16771.82642259194,15830.274812144258,0.0,15.644073486328125
lin105.tsp,105,greedy_heuristic,node_swap,16771.82642259194,16581.805993464608,0.0,0.0
lin318.tsp,318,nearest_neighbour,two_opt,54721.613981890776,43799.35001019119,31.255722045898438,156.25357627868652
lin318.tsp,318,nearest_neighbour,or_opt,54721.613981890776,54686.78170230187,31.255722045898438,2722.2747802734375
lin318.tsp,318,nearest_neighbour,node_swap,54721.613981890776,53507.909282688655,31.255722045898438,110.0928783416748
lin318.tsp,318,insertion_heuristic,two_opt,50273.94145526798,46215.15870124026,5780.132532119751,53.74598503112793
lin318.tsp,318,insertion_heuristic,or_opt,50273.94145526798,50195.431681748974,5780.132532119751,3016.1349773406982
lin318.tsp,318,insertion_heuristic,node_swap,50273.94145526798,49394.28780655936,5780.132532119751,64.82601165771484
lin318.tsp,318,greedy_heuristic,two_opt,49910.49580006452,44590.90704186006,49.42750930786133,59.45897102355957
lin318.tsp,318,greedy_heuristic,or_opt,49910.49580006452,49137.165595934166,49.42750930786133,1032.872200012207
lin318.tsp,318,greedy_heuristic,node_swap,49910.49580006452,48538.625540564746,49.42750930786133,7158.7018966674805
pr124.tsp,124,nearest_neighbour,two_opt,67549.613176946,60418.74793358135,0.0,7.998466491699219
pr124.tsp,124,nearest_neighbour,or_opt,67549.613176946,66514.07082076474,0.0,8.148193359375
pr124.tsp,124,nearest_neighbour,node_swap,67549.613176946,65510.92694888132,0.0,15.721559524536133
pr124.tsp,124,insertion_heuristic,two_opt,67686.04153596387,61786.34377791064,378.3695697784424,0.0
pr124.tsp,124,insertion_heuristic,or_opt,67686.04153596387,67235.47679491928,378.3695697784424,79.46133613586426
pr124.tsp,124,insertion_heuristic,node_swap,67686.04153596387,65304.398439556404,378.3695697784424,16.960620880126953
pr124.tsp,124,greedy_heuristic,two_opt,64997.30054298437,59679.93281748747,0.0,15.321493148803711
pr124.tsp,124,greedy_heuristic,or_opt,64997.30054298437,62764.21020694585,0.0,5.967378616333008
pr124.tsp,124,greedy_heuristic,node_swap,64997.30054298437,64606.583081401535,0.0,12.513875961303711
pr144.tsp,144,nearest_neighbour,two_opt,64827.34134679855,59915.58850546534,7.603883743286133,18.66459846496582
pr144.tsp,144,nearest_neighbour,or_opt,64827.34134679855,63604.455479292716,7.603883743286133,24.260282516479492
pr144.tsp,144,nearest_neighbour,node_swap,64827.34134679855,64048.27816172929,7.603883743286133,0.0
pr144.tsp,144,insertion_heuristic,two_opt,71509.72368026273,62464.82959332301,596.53639793396,2.5899410247802734
pr144.tsp,144,insertion_heuristic,or_opt,71509.72368026273,70981.28053203116,596.53639793396,34.0423583984375
pr144.tsp,144,insertion_heuristic,node_swap,71509.72368026273,70676.16759559752,596.53639793396,12.509822845458984
pr144.tsp,144,greedy_heuristic,two_opt,65845.65869751814,60265.836360924426,3.7441253662109375,298.97499084472656
pr144.tsp,144,greedy_heuristic,or_opt,65845.65869751814,63662.37479133492,3.7441253662109375,31.352758407592773
pr144.tsp,144,greedy_heuristic,node_swap,65845.65869751814,65726.46573024633,3.7441253662109375,0.0
pr76.tsp,76,nearest_neighbour,two_opt,150842.16805127956,117887.87017575484,15.638589859008789,0.0
pr76.tsp,76,nearest_neighbour,or_opt,150842.16805127956,145846.5509531784,15.638589859008789,31.244993209838867
pr76.tsp,76,nearest_neighbour,node_swap,150842.16805127956,125096.96637563246,15.638589859008789,16.417741775512695
pr76.tsp,76,insertion_heuristic,two_opt,125274.37345046406,114697.33284407601,77.72254943847656,0.0
pr76.tsp,76,insertion_heuristic,or_opt,125274.37345046406,124427.71741946439,77.72254943847656,15.624046325683594
pr76.tsp,76,insertion_heuristic,node_swap,125274.37345046406,123503.24804259444,77.72254943847656,0.0
pr76.tsp,76,greedy_heuristic,two_opt,147497.9789806576,114453.01769689402,0.0,0.0
pr76.tsp,76,greedy_heuristic,or_opt,147497.9789806576,136077.964561693,0.0,0.0
pr76.tsp,76,greedy_heuristic,node_swap,147497.9789806576,141973.51677170733,0.0,93.75786781311035
rat195.tsp,195,nearest_neighbour,two_opt,2658.1705769885475,2447.5835883852737,15.616178512573242,32.49096870422363
rat195.tsp,195,nearest_neighbour,or_opt,2658.1705769885475,2647.0685637373654,15.616178512573242,183.08210372924805
rat195.tsp,195,nearest_neighbour,node_swap,2658.1705769885475,2649.3131719860644,15.616178512573242,36.97800636291504
rat195.tsp,195,insertion_heuristic,two_opt,2705.370563572415,2578.050383241092,1410.2160930633545,15.629291534423828
rat195.tsp,195,insertion_heuristic,or_opt,2705.370563572415,2695.5797094973977,1410.2160930633545,541.1887168884277
rat195.tsp,195,insertion_heuristic,node_swap,2705.370563572415,2638.4403572566443,1410.2160930633545,28.733253479003906
rat195.tsp,195,greedy_heuristic,two_opt,2758.0436912035525,2461.3929511755355,18.67818832397461,35.100698471069336
rat195.tsp,195,greedy_heuristic,or_opt,2758.0436912035525,2727.672764982466,18.67818832397461,514.6214962005615
rat195.tsp,195,greedy_heuristic,node_swap,2758.0436912035525,2723.2494488855664,18.67818832397461,21.866321563720703
rat99.tsp,99,nearest_neighbour,two_opt,1547.8763322717223,1258.8444085163892,0.0,0.0
rat99.tsp,99,nearest_neighbour,or_opt,1547.8763322717223,1500.6754445077922,0.0,94.8479175567627
rat99.tsp,99,nearest_neighbour,node_swap,1547.8763322717223,1443.0323800621368,0.0,20.686626434326172
rat99.tsp,99,insertion_heuristic,two_opt,1453.3740100751374,1318.4719243911034,183.04991722106934,11.103391647338867
rat99.tsp,99,insertion_heuristic,or_opt,1453.3740100751374,1438.5504235705598,183.04991722106934,55.665016174316406
rat99.tsp,99,insertion_heuristic,node_swap,1453.3740100751374,1430.8465623973557,183.04991722106934,0.0
rat99.tsp,99,greedy_heuristic,two_opt,1481.095430634295,1280.6810548221772,0.0,16.444683074951172
rat99.tsp,99,greedy_heuristic,or_opt,1481.095430634295,1459.3638143288058,0.0,74.63407516479492
rat99.tsp,99,greedy_heuristic,node_swap,1481.095430634295,1351.6082490222998,0.0,200.9143829345703
st70.tsp,70,nearest_neighbour,two_opt,822.1793288346038,709.5035278613582,0.0,0.0
st70.tsp,70,nearest_neighbour,or_opt,822.1793288346038,813.3311274828436,0.0,31.24070167541504
st70.tsp,70,nearest_neighbour,node_swap,822.1793288346038,762.9651065810459,0.0,0.0
st70.tsp,70,insertion_heuristic,two_opt,762.5658445337875,713.973954232434,79.9105167388916,0.0
st70.tsp,70,insertion_heuristic,or_opt,762.5658445337875,760.9122162292107,79.9105167388916,14.512777328491211
st70.tsp,70,insertion_heuristic,node_swap,762.5658445337875,737.3741963561729,79.9105167388916,0.0
st70.tsp,70,greedy_heuristic,two_opt,746.0441007390733,714.2832255054691,0.0,0.0
st70.tsp,70,greedy_heuristic,or_opt,746.0441007390733,737.0655181462645,0.0,0.0
st70.tsp,70,greedy_heuristic,node_swap,746.0441007390733,724.3365595625621,0.0,109.75527763366699
